time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
305900,2024-07-02 11:17:04,51.5345041740397,61.1492561128181,69.553808,63.8779548,1025.8466834176,1089.7246382176,19.356956,8.4780026,927.56564648,3070.03290664,28,5,16.048,1131.7193902176,111.54856,33.1738202,1088.94032356,1.789552,-8.276678,0.223694,280, -0.7, 13,0,1,1263,1024,1024,1024,36,0,0,0,249.8,-90,0,82,4.043,4.031,4.046,4.047,0,0,7.314,88.88,1089.7246382176,69.553808,6,P-GPS,
306100,2024-07-02 11:17:04,51.5345056139157,61.1492451588977,69.553808,63.7467212,1025.9779170176,1089.7246382176,19.356956,8.2990474,928.17916356,3072.5722768,28,5,16.048,1131.7193902176,111.54856,33.1738202,1088.94032356,2.013246,-8.052984,0,284.7, 0.9, 1.8,0,1,1262,1024,1024,1024,36,0,0,0,249.9,-89.9,0,82,4.043,4.031,4.046,4.047,0,0,7.314,88.88,1089.7246382176,69.553808,6,P-GPS,
306300,2024-07-02 11:17:05,51.5345071741355,61.1492337339605,69.553808,63.6154876,1026.1091506176,1089.7246382176,19.356956,8.0753534,928.805804,3075.22647636,28,5,16.048,1131.7193902176,111.54856,33.1738202,1088.94032356,2.013246,-7.82929,0,283.7, 0.4, 1.5,0,1,1271,1024,1024,364,37,0,0,-100,249.8,-90,0,82,4.043,4.031,4.046,4.047,0,0,7.314,88.88,1089.7246382176,69.553808,6,P-GPS,
306500,2024-07-02 11:17:05,51.5345084611832,61.1492234653556,69.553808,63.484254,1026.2403842176,1089.7246382176,19.028872,7.7621818,929.40947856,3077.60508536,28,5,16.048,1131.7193902176,111.54856,33.1738202,1088.94032356,1.565858,-7.605596,0,283.8, 0.3, -17.8,0,1,1273,1024,1024,1024,38,0,0,0,242.6,-90,0,82,4.043,4.031,4.046,4.047,0,0,7.314,88.88,1089.7246382176,69.553808,6,P-GPS,
306700,2024-07-02 11:17:05,51.534508881564,61.1492129334221,69.553808,63.3858288,1026.3388094176,1089.7246382176,19.028872,7.605596,930.3313946,3080.00009856,28,5,16.081,1131.7193902176,111.54856,33.1738202,1088.94032356,0.223694,-7.605596,0,274.7, 0.7, -0.5,0,1,1275,1024,1024,1024,38,0,0,0,240.8,-89.9,0,82,4.047,4.03,4.028,4.033,0,0,7.509,88.88,1089.7246382176,69.553808,6,P-GPS,
306900,2024-07-02 11:17:05,51.5345089355679,61.149202884625,69.553808,63.2545952,1026.4700430176,1089.7246382176,18.372704,7.381902,931.32876996,3082.28028236,28,5,16.081,1131.7193902176,111.54856,33.1738202,1088.94032356,0.223694,-7.381902,0,274.6, -1.2, 3.8,0,1,1271,1024,1024,1024,37,0,0,0,240.8,-90,0,82,4.047,4.03,4.028,4.033,0,0,7.509,88.88,1089.7246382176,69.553808,6,P-GPS,
307100,2024-07-02 11:17:05,51.5345090297321,61.1491925322838,69.553808,63.1233616,1026.6012766176,1089.7246382176,18.372704,7.158208,932.3491112,3084.6293638,28,5,16.081,1131.7193902176,111.54856,33.1738202,1088.94032356,0.223694,-7.158208,0,274.6, -0.7, 4,0,1,1291,1024,1024,566,40,0,0,-69,240.8,-89.9,0,82,4.047,4.03,4.028,4.033,0,0,7.509,88.88,1089.7246382176,69.553808,6,P-GPS,
307300,2024-07-02 11:17:06,51.5345091467863,61.1491827042861,69.553808,63.0249364,1026.6997018176,1089.7246382176,18.700788,7.158208,933.31367816,3086.860335,28,5,16.081,1131.7193902176,111.54856,33.1738202,1088.94032356,0.223694,-7.158208,0,274.6, -0.5, 3.7,0,1,1294,1024,1024,1024,41,0,0,0,240.2,-89.9,0,82,4.047,4.03,4.028,4.033,0,0,7.509,88.88,1089.7246382176,69.553808,6,P-GPS,
307500,2024-07-02 11:17:06,51.5345091702245,61.1491731306926,69.553808,62.8937028,1026.8309354176,1089.7246382176,18.700788,6.934514,934.2848068,3089.03553192,28,5,16.081,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.934514,0,273.6, 0.1, -12.5,0,1,1293,1024,1024,1024,41,0,0,0,233.7,-90,0,82,4.047,4.03,4.028,4.033,0,0,7.509,88.88,1089.7246382176,69.553808,6,P-GPS,
307700,2024-07-02 11:17:06,51.5345085321833,61.1491637392254,69.553808,62.7952776,1026.9293606176,1089.7246382176,18.700788,6.7331894,935.45934752,3091.17792044,28,5,16.165,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.671082,-6.71082,0,266.2, -0.9, 3.1,0,1,1292,1024,1024,1024,41,0,0,0,233.2,-89.9,0,82,4.035,4.002,4.021,4.034,0,0,7.483,88.88,1089.7246382176,69.553808,6,P-GPS,
307900,2024-07-02 11:17:06,51.5345078309548,61.1491545401315,69.553808,62.6968524,1027.0277858176,1089.7246382176,18.700788,6.7331894,936.63716908,3093.28093888,28,5,16.165,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.447388,-6.71082,0,267.1, -1.9, 4.4,0,1,1277,1024,779,1684,38,0,-37,100,233.2,-90,0,82,4.035,4.002,4.021,4.034,0,0,7.483,88.88,1089.7246382176,69.553808,6,P-GPS,
308100,2024-07-02 11:17:07,51.5345072323885,61.1491454166205,69.553808,62.5656188,1027.1590194176,1089.7246382176,18.372704,6.7331894,937.77562056,3095.36427228,28,5,16.165,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.447388,-6.71082,0,267, -1.5, 14.7,0,1,1279,1024,1024,1515,39,0,0,74,237.7,-89.9,0,82,4.035,4.002,4.021,4.034,0,0,7.483,88.88,1089.7246382176,69.553808,6,P-GPS,
308300,2024-07-02 11:17:07,51.5345070791489,61.1491363561321,69.553808,62.4671936,1027.2574446176,1089.7246382176,18.372704,6.7331894,938.76643424,3097.42135896,28,5,16.165,1131.7193902176,111.54856,33.1738202,1088.94032356,0.447388,-6.71082,0.671082,273, -1.2, 22.6,0,1,1280,1024,1024,1024,39,0,0,0,248.4,-90,0,82,4.035,4.002,4.021,4.034,0,0,7.483,88.88,1089.7246382176,69.553808,6,P-GPS,
308500,2024-07-02 11:17:07,51.534508006536,61.1491275613964,69.553808,62.3687684,1027.3558698176,1089.7246382176,18.04462,6.4647566,939.38323216,3099.44563724,28,5,16.165,1131.7193902176,111.54856,33.1738202,1088.94032356,1.565858,-6.263432,0.223694,285.5, 0.1, 4.8,0,1,1284,1024,1024,1024,39,0,0,0,250.6,-89.9,0,82,4.035,4.002,4.021,4.034,0,0,7.483,88.88,1089.7246382176,69.553808,6,P-GPS,
308700,2024-07-02 11:17:07,51.5345092059987,61.1491193221849,69.225724,61.9422592,1027.4542950176,1089.3965542176,18.04462,6.2410626,939.85895396,3101.36492864,28,5,16.159,1131.7193902176,111.54856,33.1738202,1088.94032356,1.565858,-6.039738,0,284.7, -1.5, 1.9,0,1,1284,1024,1024,1024,39,0,0,0,250.6,-89.9,0,82,4.034,4.023,4.038,4.039,0,0,7.318,89.06,1089.3965542176,69.225724,6,P-GPS,
308900,2024-07-02 11:17:07,51.5345104805734,61.1491108066435,69.225724,61.843834,1027.5527202176,1089.3965542176,18.372704,6.2410626,940.34123744,3103.35311768,28,5,16.159,1131.7193902176,111.54856,33.1738202,1088.94032356,1.565858,-6.039738,0,284.6, -2, 1.6,0,1,1293,1024,1024,1024,41,0,0,0,250.6,-89.9,0,82,4.034,4.023,4.038,4.039,0,0,7.318,89.06,1089.3965542176,69.225724,6,P-GPS,
309100,2024-07-02 11:17:07,51.5345116788025,61.1491024114181,69.225724,61.7454088,1027.6511454176,1089.3965542176,18.700788,6.2410626,940.83992512,3105.30849832,28,5,16.159,1131.7193902176,111.54856,33.1738202,1088.94032356,1.565858,-6.039738,0,284.8, -2.4, 1.7,0,1,1310,1024,1024,1024,43,0,0,0,250.6,-89.9,0,82,4.034,4.023,4.038,4.039,0,0,7.318,89.06,1089.3965542176,69.225724,6,P-GPS,
309300,2024-07-02 11:17:08,51.5345127358538,61.1490944401627,69.225724,61.6469836,1027.7495706176,1089.3965542176,19.028872,6.1963238,941.34189364,3107.15889208,28,5,16.159,1131.7193902176,111.54856,33.1738202,1088.94032356,1.342164,-6.039738,0,284.7, -2.3, 1.9,0,1,1297,1024,1024,1024,41,0,0,0,250.6,-89.9,0,82,4.034,4.023,4.038,4.039,0,0,7.318,89.06,1089.3965542176,69.225724,6,P-GPS,
309500,2024-07-02 11:17:08,51.5345137665885,61.1490862919593,69.225724,61.5485584,1027.8479958176,1089.3965542176,18.700788,6.1963238,941.87667056,3109.04537508,29,5,16.159,1131.7193902176,111.54856,33.1738202,1088.94032356,1.342164,-6.039738,0,284.7, -3.3, 2.5,0,1,1297,1024,1024,364,41,0,0,-100,250.6,-90,0,82,4.034,4.023,4.038,4.039,0,0,7.318,89.06,1089.3965542176,69.225724,6,P-GPS,
309700,2024-07-02 11:17:08,51.5345147892363,61.1490779165662,69.225724,61.4501332,1027.9464210176,1089.3965542176,18.700788,6.1963238,942.44097504,3110.98107068,29,5,16.15,1131.7193902176,111.54856,33.1738202,1088.94032356,1.342164,-6.039738,0,285.1, -2.6, -11.2,0,1,1311,1024,1024,1024,43,0,0,0,244.7,-90,0,82,4.046,4.032,4.046,4.043,0,0,7.565,89.06,1089.3965542176,69.225724,6,P-GPS,
309900,2024-07-02 11:17:08,51.5345152007078,61.1490697280371,69.225724,61.351708,1028.0448462176,1089.3965542176,18.700788,6.263432,943.18572572,3112.84786864,29,5,16.15,1131.7193902176,111.54856,33.1738202,1088.94032356,0.223694,-6.263432,0,277, -1.6, 0.6,0,1,1308,1024,1024,1024,43,0,0,0,242.7,-89.9,0,82,4.046,4.032,4.046,4.043,0,0,7.565,89.06,1089.3965542176,69.225724,6,P-GPS,
310100,2024-07-02 11:17:08,51.5345153665574,61.1490613176069,69.225724,61.2532828,1028.1432714176,1089.3965542176,18.700788,6.263432,944.03546328,3114.75731752,29,5,16.15,1131.7193902176,111.54856,33.1738202,1088.94032356,0.223694,-6.263432,0,276.3, -4.1, 3.7,0,1,1309,1024,1024,1024,43,0,0,0,242.7,-90,0,82,4.046,4.032,4.046,4.043,0,0,7.565,89.06,1089.3965542176,69.225724,6,P-GPS,
310300,2024-07-02 11:17:09,51.534515586548,61.1490526246769,69.225724,61.1548576,1028.2416966176,1089.3965542176,18.700788,6.2858014,944.90160504,3116.7323832,29,5,16.15,1131.7193902176,111.54856,33.1738202,1088.94032356,0.447388,-6.263432,0,276.5, -3.3, 3.7,0,1,1308,1024,1024,1024,43,0,0,0,242.7,-90,0,82,4.046,4.032,4.046,4.043,0,0,7.565,89.06,1089.3965542176,69.225724,6,P-GPS,
310500,2024-07-02 11:17:09,51.5345158835696,61.1490443493265,69.225724,61.0564324,1028.3401218176,1089.3965542176,18.04462,6.2858014,945.70213,3118.61230452,29,5,16.15,1131.7193902176,111.54856,33.1738202,1088.94032356,0.447388,-6.263432,0,276.5, -3.4, 3.6,0,1,1299,1024,1024,1024,42,0,0,0,242.7,-89.9,0,82,4.046,4.032,4.046,4.043,0,0,7.565,89.06,1089.3965542176,69.225724,6,P-GPS,
310700,2024-07-02 11:17:09,51.5345162691356,61.1490360933677,69.225724,60.9580072,1028.4385470176,1089.3965542176,18.04462,6.3081708,946.47640824,3120.49222584,29,5,16.166,1131.7193902176,111.54856,33.1738202,1088.94032356,0.671082,-6.263432,0,276.5, -3.3, 3.4,0,1,1297,1024,1024,1002,41,0,0,-3,242.7,-90,0,82,4.042,4.025,4.039,4.043,0,0,7.751,89.06,1089.3965542176,69.225724,6,P-GPS,
310900,2024-07-02 11:17:09,51.5345167211786,61.1490274356951,69.225724,60.859582,1028.5369722176,1089.3965542176,18.04462,6.5318648,947.27365236,3122.46401068,29,5,16.166,1131.7193902176,111.54856,33.1738202,1088.94032356,0.671082,-6.487126,0,276.5, -3, 3.1,0,1,1310,1024,1024,364,43,0,0,-100,242.6,-89.9,0,82,4.042,4.025,4.039,4.043,0,0,7.751,89.06,1089.3965542176,69.225724,6,P-GPS,
311100,2024-07-02 11:17:09,51.5345171214107,61.1490189902278,69.225724,60.7611568,1028.6353974176,1089.3965542176,18.700788,6.5094954,948.06761564,3124.38658292,29,5,16.166,1131.7193902176,111.54856,33.1738202,1088.94032356,0.447388,-6.487126,0,277.1, -2.1, -11.1,0,1,1313,1024,1024,1024,44,0,0,0,237.5,-90,0,82,4.042,4.025,4.039,4.043,0,0,7.751,89.06,1089.3965542176,69.225724,6,P-GPS,
311300,2024-07-02 11:17:10,51.5345170313584,61.1490106910787,69.225724,60.6627316,1028.7338226176,1089.3965542176,18.700788,6.487126,949.00593588,3126.26978508,29,5,16.166,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.487126,0,270.1, -2.6, 1.3,0,1,1317,1024,1024,1024,44,0,0,0,236.7,-89.9,0,82,4.042,4.025,4.039,4.043,0,0,7.751,89.06,1089.3965542176,69.225724,6,P-GPS,
311500,2024-07-02 11:17:10,51.5345167558562,61.1490019576027,69.225724,60.5643064,1028.8322478176,1089.3965542176,19.028872,6.487126,950.05580468,3128.25469328,29,5,16.166,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.487126,0,270.4, -3.6, 3.4,0,1,1325,1024,1024,1024,46,0,0,0,236.7,-90,0,82,4.042,4.025,4.039,4.043,0,0,7.751,89.06,1089.3965542176,69.225724,6,P-GPS,
311700,2024-07-02 11:17:10,51.5345164737748,61.1489933391539,69.225724,60.4330728,1028.9634814176,1089.3965542176,19.356956,6.487126,951.09583096,3130.21335476,29,5,16.139,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.487126,0,270.5, -3.5, 3.7,0,1,1311,1024,1024,1024,43,0,0,0,236.7,-89.9,0,81,4.033,4.023,4.037,4.041,0,0,7.26,89.24,1089.3965542176,69.225724,6,P-GPS,
311900,2024-07-02 11:17:10,51.5345162409001,61.1489846307987,69.225724,60.367456,1029.0290982176,1089.3965542176,19.028872,6.71082,952.13585724,3132.19170128,29,5,16.139,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.71082,0,270.4, -3.7, 3.3,0,1,1314,1024,1024,1024,44,0,0,0,236.7,-89.9,0,81,4.033,4.023,4.037,4.041,0,0,7.26,89.24,1089.3965542176,69.225724,6,P-GPS,
312100,2024-07-02 11:17:10,51.5345160395504,61.1489758340797,69.225724,60.2362224,1029.1603318176,1089.3965542176,19.356956,6.71082,953.17588352,3134.18973284,29,5,16.139,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.71082,0,270.4, -3.3, 3.3,0,1,1319,1024,1024,1024,45,0,0,0,236.7,-89.9,0,81,4.033,4.023,4.037,4.041,0,0,7.26,89.24,1089.3965542176,69.225724,6,P-GPS,
312300,2024-07-02 11:17:11,51.5345158883669,61.1489669813896,69.225724,60.1377972,1029.2587570176,1089.3965542176,19.356956,6.71082,954.20934812,3136.19760692,29,5,16.139,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.71082,0,270.4, -3.4, 2.9,0,1,1319,1024,1024,1024,45,0,0,0,236.7,-89.9,0,81,4.033,4.023,4.037,4.041,0,0,7.26,89.24,1089.3965542176,69.225724,6,P-GPS,
312500,2024-07-02 11:17:11,51.5345157495192,61.148958049811,69.225724,60.039372,1029.3571822176,1089.3965542176,19.68504,6.71082,955.25265524,3138.22516604,29,5,16.139,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.71082,0,270.4, -3.4, 2.8,0,1,1320,1024,1024,1024,45,0,0,0,236.7,-89.9,0,81,4.033,4.023,4.037,4.041,0,0,7.26,89.24,1089.3965542176,69.225724,6,P-GPS,
312700,2024-07-02 11:17:11,51.5345155775017,61.148948818765,69.553808,60.2690308,1029.4556074176,1089.7246382176,19.68504,6.934514,956.34189412,3140.3216228,29,5,16.14,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.934514,0,270.3, -3.5, 3,0,1,1322,1024,1024,1024,45,0,0,0,236.7,-90,0,81,4.043,4.028,4.041,4.041,0,0,7.625,89.24,1089.7246382176,69.553808,6,P-GPS,
312900,2024-07-02 11:17:11,51.5345154071289,61.1489402188263,69.553808,60.1377972,1029.5868410176,1089.7246382176,19.68504,6.934514,957.36223536,3142.2737226,29,5,16.14,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.934514,0,270.3, -3.4, 3,0,1,1326,1024,1024,1024,46,0,0,0,236.7,-90,0,81,4.043,4.028,4.041,4.041,0,0,7.625,89.24,1089.7246382176,69.553808,6,P-GPS,
313100,2024-07-02 11:17:12,51.5345152064646,61.1489308692274,69.553808,60.039372,1029.6852662176,1089.7246382176,20.013124,6.934514,958.4810018,3144.39642608,29,5,16.14,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.934514,0,270.3, -3.5, 3.7,0,1,1322,1024,1024,1024,45,0,0,0,236.7,-89.9,0,81,4.043,4.028,4.041,4.041,0,0,7.625,89.24,1089.7246382176,69.553808,6,P-GPS,
313300,2024-07-02 11:17:12,51.5345150345841,61.1489214828285,69.553808,59.9409468,1029.7836914176,1089.7246382176,19.68504,6.934514,959.5964874,3146.52897208,29,5,16.14,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-6.934514,0,270.3, -3.6, 3.8,0,1,1321,1024,1024,1024,45,0,0,0,236.7,-89.9,0,81,4.043,4.028,4.041,4.041,0,0,7.625,89.24,1089.7246382176,69.553808,6,P-GPS,
313500,2024-07-02 11:17:12,51.5345149109508,61.1489124679544,69.553808,59.8097132,1029.9149250176,1089.7246382176,19.68504,7.158208,960.65947956,3148.57621624,29,5,16.14,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.158208,0,270.4, -3.3, 3.2,0,1,1319,1024,1024,1024,45,0,0,0,236.7,-90,0,81,4.043,4.028,4.041,4.041,0,0,7.625,89.24,1089.7246382176,69.553808,6,P-GPS,
313700,2024-07-02 11:17:12,51.534514805273,61.1489031509685,69.553808,59.711288,1030.0133502176,1089.7246382176,19.68504,7.158208,961.75528012,3150.6890772,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.158208,0,270.4, -3.2, 2.7,0,1,1320,1024,1024,1024,45,0,0,0,236.7,-89.9,0,81,4.044,4.029,4.041,4.041,0,0,7.248,89.24,1089.7246382176,69.553808,6,P-GPS,
313900,2024-07-02 11:17:12,51.5345147230336,61.1488937956402,69.553808,59.6128628,1030.1117754176,1089.7246382176,19.68504,7.158208,962.85108068,3152.81506152,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.158208,0,270.4, -3.1, 2.5,0,1,1323,1024,1024,1024,45,0,0,0,236.7,-90,0,81,4.044,4.029,4.041,4.041,0,0,7.248,89.24,1089.7246382176,69.553808,6,P-GPS,
314100,2024-07-02 11:17:13,51.5345146359968,61.148884403512,69.553808,59.4816292,1030.2430090176,1089.7246382176,20.013124,7.158208,963.95672376,3154.94432668,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.158208,0,270.4, -3.2, 2.4,0,1,1324,1024,1024,1024,45,0,0,0,236.7,-89.9,0,81,4.044,4.029,4.041,4.041,0,0,7.248,89.24,1089.7246382176,69.553808,6,P-GPS,
314300,2024-07-02 11:17:13,51.5345145168866,61.1488749470391,69.553808,59.383204,1030.3414342176,1089.7246382176,20.013124,7.158208,965.08205188,3157.09327688,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.158208,0,270.4, -3.3, 2.2,0,1,1326,1024,1024,1024,46,0,0,0,236.7,-90,0,81,4.044,4.029,4.041,4.041,0,0,7.248,89.24,1089.7246382176,69.553808,6,P-GPS,
314500,2024-07-02 11:17:13,51.5345143683073,61.1488654429687,69.553808,59.2519704,1030.4726678176,1089.7246382176,20.013124,7.381902,966.2237842,3159.24878876,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.381902,0,270.4, -3.4, 2.6,0,1,1324,1024,1024,1024,45,0,0,0,236.7,-90,0,81,4.044,4.029,4.041,4.041,0,0,7.248,89.24,1089.7246382176,69.553808,6,P-GPS,
314700,2024-07-02 11:17:13,51.534514217535,61.1488559113534,69.553808,59.1535452,1030.5710930176,1089.7246382176,20.013124,7.381902,967.37535904,3161.41414316,29,5,16.153,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.381902,0,270.3, -3.4, 2.2,0,1,1319,1024,1024,1024,45,0,0,0,236.7,-90,0,81,4.044,4.029,4.042,4.041,0,0,7.136,89.24,1089.7246382176,69.553808,6,P-GPS,
314900,2024-07-02 11:17:13,51.5345140449691,61.1488463521934,69.553808,59.05512,1030.6695182176,1089.7246382176,19.68504,7.381902,968.54005724,3163.5827784,29,5,16.153,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.381902,0,270.3, -3.6, 2.8,0,1,1311,1024,1024,490,43,0,0,-81,236.7,-90,0,81,4.044,4.029,4.042,4.041,0,0,7.136,89.24,1089.7246382176,69.553808,6,P-GPS,
315100,2024-07-02 11:17:13,51.534513850884,61.1488367696753,69.553808,58.9238864,1030.8007518176,1089.7246382176,19.68504,7.381902,969.7178788,3165.76125616,29,5,16.153,1131.7193902176,111.54856,33.1738202,1088.94032356,0,-7.381902,0,270.4, -3.2, 0.2,0,1,1324,1024,1024,1024,45,0,0,0,234.7,-89.9,0,81,4.044,4.029,4.042,4.041,0,0,7.136,89.24,1089.7246382176,69.553808,6,P-GPS,
315300,2024-07-02 11:17:14,51.5345133937696,61.1488274269074,69.553808,58.8254612,1030.8991770176,1089.7246382176,19.68504,7.4042714,970.95147464,3167.88724048,29,5,16.153,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.671082,-7.381902,0,267.4, -1.9, -3.4,0,1,1324,1024,1024,1024,45,0,0,0,231,-89.9,0,81,4.044,4.029,4.042,4.041,0,0,7.136,89.24,1089.7246382176,69.553808,6,P-GPS,
315500,2024-07-02 11:17:14,51.5345123766044,61.1488176731706,69.553808,58.6942276,1031.0304106176,1089.7246382176,19.356956,7.2029468,972.41144844,3170.13133504,29,5,16.153,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.894776,-7.158208,0,264.1, -3.4, 3.3,0,1,1324,1024,1024,1024,45,0,0,0,231,-90,0,81,4.044,4.029,4.042,4.041,0,0,7.136,89.24,1089.7246382176,69.553808,6,P-GPS,
315700,2024-07-02 11:17:14,51.5345113723234,61.1488079262649,69.553808,58.5958024,1031.1288358176,1089.7246382176,19.028872,7.4042714,973.87142224,3172.37214876,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.671082,-7.381902,0,264.7, -3.5, 3.9,0,1,1323,1024,1024,1024,45,0,0,0,231,-90,0,81,4.031,4,4.032,4.026,0,0,7.084,89.24,1089.7246382176,69.553808,6,P-GPS,
315900,2024-07-02 11:17:14,51.5345104924982,61.1487986033293,69.553808,58.4973772,1031.2272610176,1089.7246382176,19.356956,7.4042714,975.2460942,3174.51453728,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.671082,-7.381902,0,264.8, -3.7, 3.7,0,1,1324,1024,1024,1024,45,0,0,0,231,-90,0,81,4.031,4,4.032,4.026,0,0,7.084,89.24,1089.7246382176,69.553808,6,P-GPS,
316100,2024-07-02 11:17:14,51.5345096677733,61.1487889747563,69.553808,58.3661436,1031.3584946176,1089.7246382176,19.356956,7.4042714,976.6404512,3176.71926176,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.671082,-7.381902,0,264.7, -3.8, 3.4,0,1,1326,1024,1024,1024,46,0,0,0,231,-90,0,81,4.031,4,4.032,4.026,0,0,7.084,89.24,1089.7246382176,69.553808,6,P-GPS,
316300,2024-07-02 11:17:15,51.5345089113073,61.1487794916199,69.553808,58.23491,1031.4897282176,1089.7246382176,19.356956,7.4042714,978.0019998,3178.887897,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.447388,-7.381902,0,264.7, -4, 3.2,0,1,1328,1024,1024,1024,46,0,0,0,231,-90,0,81,4.031,4,4.032,4.026,0,0,7.084,89.24,1089.7246382176,69.553808,6,P-GPS,
316500,2024-07-02 11:17:15,51.5345081287987,61.148769452739,69.553808,58.1364848,1031.5881534176,1089.7246382176,19.028872,7.4042714,979.43572688,3181.184485,29,5,16.152,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.447388,-7.381902,0,264.7, -3.9, 3,0,1,1334,1024,1024,1024,47,0,0,0,231,-89.9,0,81,4.031,4,4.032,4.026,0,0,7.084,89.24,1089.7246382176,69.553808,6,P-GPS,
316700,2024-07-02 11:17:15,51.5345073871358,61.1487592979493,69.553808,58.0052512,1031.7193870176,1089.7246382176,18.700788,7.6279654,980.87929648,3183.50731972,29,5,16.145,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.447388,-7.605596,0,264.8, -3.9, 2.5,0,1,1332,1024,1024,1024,47,0,0,0,231,-89.9,0,81,4.043,4.028,4.042,4.043,0,0,7.167,89.42,1089.7246382176,69.553808,6,P-GPS,
316900,2024-07-02 11:17:15,51.5345066567122,61.1487492903593,69.553808,57.906826,1031.8178122176,1089.7246382176,18.372704,7.6279654,982.30318104,3185.7940652,29,5,16.145,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.447388,-7.605596,0,264.7, -3.8, 2.5,0,1,1332,1024,1024,1024,47,0,0,0,231,-90,0,81,4.043,4.028,4.042,4.043,0,0,7.167,89.42,1089.7246382176,69.553808,6,P-GPS,
317100,2024-07-02 11:17:15,51.5345059379392,61.1487394720574,69.553808,57.7755924,1031.9490458176,1089.7246382176,18.372704,7.6279654,983.70409972,3188.03815976,29,5,16.145,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.447388,-7.605596,0,264.6, -4, 2,0,1,1332,1024,1024,1024,47,0,0,0,231,-89.9,0,81,4.043,4.028,4.042,4.043,0,0,7.167,89.42,1089.7246382176,69.553808,6,P-GPS,
317300,2024-07-02 11:17:16,51.5345051336372,61.1487292884008,69.553808,57.6443588,1032.0802794176,1089.7246382176,18.04462,7.6279654,985.17719688,3190.36755616,29,5,16.145,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.671082,-7.605596,0,264.6, -3.7, 2.1,0,1,1334,1024,1024,1024,47,0,0,0,231,-90,0,81,4.043,4.028,4.042,4.043,0,0,7.167,89.42,1089.7246382176,69.553808,6,P-GPS,
317500,2024-07-02 11:17:16,51.5345042454509,61.1487187266087,69.553808,57.5459336,1032.1787046176,1089.7246382176,18.04462,7.6279654,986.72575336,3192.78553524,29,5,16.145,1131.7193902176,111.54856,33.1738202,1088.94032356,-0.671082,-7.605596,0,264.6, -3.7, 2.6,0,1,1336,1024,1024,1024,47,0,0,0,231,-89.9,0,81,4.043,4.028,4.042,4.043,0,0,7.167,89.42,1089.7246382176,69.553808,6,P-GPS,
