time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
9700,2024-07-02 11:12:08,51.5364960824586,61.1508633788361,71.850396,70.7677188,1021.2535074176,1092.0212262176,79.396328,26.8209106,115.169951192,118.16601428,23,5,16.12,1092.0212262176,71.850396,26.8209106,115.169951192,-25.277422,-8.94776,-0.223694,199.4, -19.1, 4.5,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.155,4.136,4.143,4.145,0,0,11.724,70.88,1092.0212262176,71.850396,6,P-GPS,
9900,2024-07-02 11:12:08,51.536475366079,61.1508514572931,71.522312,70.53806,1021.1550822176,1091.6931422176,79.396328,27.8051642,123.198166672,126.193901676,23,5,16.12,1092.0212262176,71.850396,27.8051642,123.198166672,-26.172198,-9.395148,0,199.6, -15.5, 3.7,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.155,4.136,4.143,4.145,0,0,11.724,70.88,1091.6931422176,71.522312,6,P-GPS,
10100,2024-07-02 11:12:09,51.5364541206426,61.1508391563751,71.194228,70.3412096,1021.0238486176,1091.3650582176,83.66142,28.7223096,131.436683996,134.432747084,23,5,16.12,1092.0212262176,71.850396,28.7223096,131.436683996,-27.066974,-9.618842,0,199.6, -13, 3.7,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.155,4.136,4.143,4.145,0,0,11.724,70.88,1091.3650582176,71.194228,6,P-GPS,
10300,2024-07-02 11:12:09,51.5364324502338,61.1508265781219,71.194228,70.4396348,1020.9254234176,1091.3650582176,83.66142,29.2144364,139.84252416,142.838587248,24,5,16.12,1092.0212262176,71.850396,29.2144364,139.84252416,-27.514362,-9.842536,0,199.7, -10.9, 3.6,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.155,4.136,4.143,4.145,0,0,11.724,70.88,1091.3650582176,71.194228,6,P-GPS,
10500,2024-07-02 11:12:09,51.5364105430781,61.1508137818237,70.866144,70.209976,1020.8269982176,1091.0369742176,83.66142,29.5052386,148.34646144,151.342524528,24,5,16.12,1092.0212262176,71.850396,29.5052386,148.34646144,-27.738056,-10.06623,0,199.8, -11.1, 2.9,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.155,4.136,4.143,4.145,0,0,11.724,70.88,1091.0369742176,70.866144,6,P-GPS,
10700,2024-07-02 11:12:09,51.5363884521172,61.1508008184386,70.53806,70.0131256,1020.6957646176,1090.7088902176,79.068244,29.9302572,156.926514208,159.922577296,24,5,16.675,1092.0212262176,71.850396,29.9302572,156.926514208,-28.185444,-10.06623,0,199.7, -11.7, 2.4,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.147,4.132,4.144,4.143,0,0,8.836,71.24,1090.7088902176,70.53806,6,P-GPS,
10900,2024-07-02 11:12:09,51.5363667031011,61.1507880386536,70.53806,70.1443592,1020.5645310176,1090.7088902176,78.74016,30.2210594,165.374677208,168.37106838,24,5,16.675,1092.0212262176,71.850396,30.2210594,165.374677208,-28.409138,-10.289924,0,199.8, -11.9, 1.7,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.147,4.132,4.144,4.143,0,0,8.836,71.24,1090.7088902176,70.53806,6,P-GPS,
11100,2024-07-02 11:12:09,51.5363435715368,61.1507744710312,70.209976,69.9803172,1020.4004890176,1090.3808062176,77.755908,30.422384,174.358273296,177.354992552,24,5,16.675,1092.0212262176,71.850396,30.422384,174.358273296,-28.632832,-10.289924,0,199.8, -12.1, 1.3,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.147,4.132,4.144,4.143,0,0,8.836,71.24,1090.3808062176,70.209976,6,P-GPS,
11300,2024-07-02 11:12:10,51.5363207767088,61.150761152662,70.209976,70.209976,1020.1708302176,1090.3808062176,77.09974,30.646078,183.20702686,186.203746116,24,5,16.675,1092.0212262176,71.850396,30.646078,183.20702686,-28.856526,-10.289924,0,199.8, -12.5, 1.1,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.147,4.132,4.144,4.143,0,0,8.836,71.24,1090.3808062176,70.209976,6,P-GPS,
11500,2024-07-02 11:12:10,51.5362977435234,61.1507477857312,70.209976,70.4396348,1019.9411714176,1090.3808062176,76.443572,30.8474026,192.141410348,195.138129604,24,5,16.675,1092.0212262176,71.850396,30.8474026,192.141410348,-29.08022,-10.289924,0,199.8, -12.4, 1.4,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.147,4.132,4.144,4.143,0,0,8.836,71.24,1090.3808062176,70.209976,6,P-GPS,
11700,2024-07-02 11:12:10,51.5362744815752,61.1507343353121,69.881892,70.374018,1019.6787042176,1090.0527222176,75.787404,31.1382048,201.160767592,204.157486848,24,5,16.566,1092.0212262176,71.850396,31.1382048,201.160767592,-29.303914,-10.513618,0,199.8, -12.4, 1,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.132,4.145,4.148,0,0,6.554,71.42,1090.0527222176,69.881892,6,P-GPS,
11900,2024-07-02 11:12:10,51.5362510091282,61.1507208119542,69.881892,70.6692936,1019.3834286176,1090.0527222176,75.787404,31.3395294,210.258208828,213.2546,24,5,16.566,1092.0212262176,71.850396,31.3395294,210.258208828,-29.527608,-10.513618,0,199.8, -12.2, 0.9,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.132,4.145,4.148,0,0,6.554,71.42,1090.0527222176,69.881892,6,P-GPS,
12100,2024-07-02 11:12:10,51.5362273533558,61.1507072297055,69.881892,70.9973776,1019.0553446176,1090.0527222176,75.45932,31.5632234,219.422907284,222.419298456,24,5,16.566,1092.0212262176,71.850396,31.5632234,219.422907284,-29.751302,-10.513618,0,199.8, -12.2, 0.7,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.132,4.145,4.148,0,0,6.554,71.42,1090.0527222176,69.881892,6,P-GPS,
12300,2024-07-02 11:12:11,51.5362035238525,61.1506935925324,69.881892,71.35827,1018.6944522176,1090.0527222176,74.803152,31.764548,228.651254036,231.647973292,24,5,16.566,1092.0212262176,71.850396,31.764548,228.651254036,-29.974996,-10.513618,0,199.8, -11.7, 0.6,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.132,4.145,4.148,0,0,6.554,71.42,1090.0527222176,69.881892,6,P-GPS,
12500,2024-07-02 11:12:11,51.5361795849021,61.1506799158875,69.553808,71.4238868,1018.3007514176,1089.7246382176,74.146984,31.764548,237.920611288,240.917330544,24,5,16.566,1092.0212262176,71.850396,31.764548,237.920611288,-29.974996,-10.513618,0,199.9, -11.8, 0.3,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.132,4.145,4.148,0,0,6.554,71.42,1089.7246382176,69.553808,6,P-GPS,
12700,2024-07-02 11:12:11,51.5361561306849,61.1506665910728,69.553808,71.8175876,1017.9070506176,1089.7246382176,73.162732,31.9658726,246.99639898,249.993118236,24,5,16.571,1092.0212262176,71.850396,31.9658726,246.99639898,-30.19869,-10.513618,0,199.8, -11.6, 1.2,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.133,4.146,4.147,0,0,6.745,71.42,1089.7246382176,69.553808,6,P-GPS,
12900,2024-07-02 11:12:11,51.5361312889507,61.1506525504229,69.553808,72.2769052,1017.4477330176,1089.7246382176,72.834648,32.1895666,256.603354668,259.600402008,24,5,16.571,1092.0212262176,71.850396,32.1895666,256.603354668,-30.422384,-10.513618,0,199.7, -11.2, 1.6,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.133,4.146,4.147,0,0,6.745,71.42,1089.7246382176,69.553808,6,P-GPS,
13100,2024-07-02 11:12:11,51.5361069638175,61.1506388047782,69.553808,72.670606,1017.0540322176,1089.7246382176,72.506564,32.1895666,266.0105072,269.00755454,24,5,16.571,1092.0212262176,71.850396,32.1895666,266.0105072,-30.422384,-10.513618,0,199.7, -11, 1.8,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.133,4.146,4.147,0,0,6.745,71.42,1089.7246382176,69.553808,6,P-GPS,
13300,2024-07-02 11:12:12,51.5360825374613,61.1506250126653,69.553808,72.7690312,1016.9556070176,1089.7246382176,72.17848,32.3908912,275.45604556,278.453420984,24,5,16.571,1092.0212262176,71.850396,32.3908912,275.45604556,-30.646078,-10.513618,0,199.6, -10.8, 2.3,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.133,4.146,4.147,0,0,6.745,71.42,1089.7246382176,69.553808,6,P-GPS,
13500,2024-07-02 11:12:12,51.5360580399678,61.1506111496796,69.553808,72.8018396,1016.9227986176,1089.7246382176,72.17848,32.4803688,284.931439564,287.928814988,24,5,16.571,1092.0212262176,71.850396,32.4803688,284.931439564,-30.646078,-10.737312,0,199.7, -10.9, 2.3,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.133,4.146,4.147,0,0,6.745,71.42,1089.7246382176,69.553808,6,P-GPS,
13700,2024-07-02 11:12:12,51.5360334947755,61.1505972020486,69.553808,72.8018396,1016.9227986176,1089.7246382176,72.17848,32.6816934,294.429471364,297.426846788,24,5,16.573,1092.0212262176,71.850396,32.6816934,294.429471364,-30.869772,-10.737312,0,199.7, -10.9, 2.2,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.135,4.148,4.149,0,0,6.698,71.6,1089.7246382176,69.553808,6,P-GPS,
13900,2024-07-02 11:12:12,51.5360088922212,61.1505831719484,69.553808,72.8018396,1016.9227986176,1089.7246382176,72.17848,32.6816934,303.953749884,306.951125308,24,5,16.573,1092.0212262176,71.850396,32.6816934,303.953749884,-30.869772,-10.737312,0,199.7, -10.7, 2.2,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.135,4.148,4.149,0,0,6.698,71.6,1089.7246382176,69.553808,6,P-GPS,
14100,2024-07-02 11:12:12,51.5359842176387,61.1505690659621,69.553808,72.7362228,1016.9884154176,1089.7246382176,72.17848,32.6816934,313.508540216,316.50591564,24,5,16.573,1092.0212262176,71.850396,32.6816934,313.508540216,-30.869772,-10.737312,0,199.7, -10.7, 2.2,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.135,4.148,4.149,0,0,6.698,71.6,1089.7246382176,69.553808,6,P-GPS,
14300,2024-07-02 11:12:13,51.5359595069395,61.1505548919677,69.553808,72.670606,1017.0540322176,1089.7246382176,71.522312,32.9724956,323.080719,326.078422508,24,5,16.573,1092.0212262176,71.850396,32.9724956,323.080719,-31.093466,-10.961006,0,199.7, -10.8, 1.9,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.135,4.148,4.149,0,0,6.698,71.6,1089.7246382176,69.553808,6,P-GPS,
14500,2024-07-02 11:12:13,51.5359347286668,61.1505406863242,69.553808,72.506564,1017.2180742176,1089.7246382176,70.866144,32.9724956,332.677176,335.67586376,24,5,16.573,1092.0212262176,71.850396,32.9724956,332.677176,-31.093466,-10.961006,0,199.7, -10.5, 2.1,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.135,4.148,4.149,0,0,6.698,71.6,1089.7246382176,69.553808,6,P-GPS,
14700,2024-07-02 11:12:13,51.5359099018043,61.1505264538521,69.553808,72.3097136,1017.4149246176,1089.7246382176,70.53806,32.9724956,342.29659888,345.2920058,24,5,16.581,1092.0212262176,71.850396,32.9724956,342.29659888,-31.093466,-10.961006,0,199.7, -10.6, 2.3,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.15,4.136,4.15,4.15,0,0,6.586,71.78,1089.7246382176,69.553808,6,P-GPS,
14900,2024-07-02 11:12:13,51.5358850376599,61.150512159404,69.553808,72.1456716,1017.5789666176,1089.7246382176,69.881892,32.9724956,351.92914512,354.92783288,24,5,16.581,1092.0212262176,71.850396,32.9724956,351.92914512,-31.093466,-10.961006,0,199.7, -10.2, 2,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.15,4.136,4.15,4.15,0,0,6.586,71.78,1089.7246382176,69.553808,6,P-GPS,
15100,2024-07-02 11:12:13,51.5358601388379,61.1504978194519,69.553808,71.9816296,1017.7430086176,1089.7246382176,69.225724,32.9724956,361.57809556,364.57678332,24,5,16.581,1092.0212262176,71.850396,32.9724956,361.57809556,-31.093466,-10.961006,0,199.8, -10.6, 1.7,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.15,4.136,4.15,4.15,0,0,6.586,71.78,1089.7246382176,69.553808,6,P-GPS,
15300,2024-07-02 11:12:14,51.5358358707926,61.1504838343875,69.553808,71.8175876,1017.9070506176,1089.7246382176,68.241472,33.1738202,370.98426384,373.9829516,24,5,16.581,1092.0212262176,71.850396,33.1738202,370.98426384,-31.31716,-10.961006,0,199.7, -10.5, 1.6,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.15,4.136,4.15,4.15,0,0,6.586,71.78,1089.7246382176,69.553808,6,P-GPS,
15500,2024-07-02 11:12:14,51.5358103008279,61.1504691084772,69.553808,71.6535456,1018.0710926176,1089.7246382176,67.25722,33.1738202,380.89568148,383.8910884,24,5,16.581,1092.0212262176,71.850396,33.1738202,380.89568148,-31.31716,-10.961006,0,199.7, -10.8, 1.5,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.15,4.136,4.15,4.15,0,0,6.586,71.78,1089.7246382176,69.553808,6,P-GPS,
15700,2024-07-02 11:12:14,51.535785967882,61.1504551320067,69.553808,71.4895036,1018.2351346176,1089.7246382176,66.601052,33.1738202,390.3215348,393.32022256,23,5,16.587,1092.0212262176,71.850396,33.1738202,390.3215348,-31.31716,-10.961006,0,199.7, -10.6, 1.8,0,0,1684,1024,1024,1024,100,0,0,0,165.4,0,0,95,4.149,4.134,4.146,4.148,0,0,6.424,71.78,1089.7246382176,69.553808,6,P-GPS,
15900,2024-07-02 11:12:14,51.535760330618,61.150440392379,69.225724,70.9645692,1018.4319850176,1089.3965542176,66.272968,33.1738202,400.25591832,403.25460608,24,5,16.587,1092.0212262176,71.850396,33.1738202,400.25591832,-31.31716,-10.961006,0,199.7, -10.9, 1.4,0,0,1684,1024,1024,467,100,0,0,-84,165.4,0,0,95,4.149,4.134,4.146,4.148,0,0,6.424,71.78,1089.3965542176,69.225724,6,P-GPS,
16100,2024-07-02 11:12:15,51.5357352893161,61.1504260599191,69.225724,70.8005272,1018.5960270176,1089.3965542176,65.944884,33.1738202,409.95408136,412.95276912,24,5,16.587,1092.0212262176,71.850396,33.1738202,409.95408136,-31.31716,-10.961006,0,199.7, -11.1, 1.9,0,0,1684,1024,1024,973,100,0,0,-8,164.8,0,0,95,4.149,4.134,4.146,4.148,0,0,6.424,71.78,1089.3965542176,69.225724,6,P-GPS,
16300,2024-07-02 11:12:15,51.5357108347242,61.1504123240253,68.89764,70.3084012,1018.7600690176,1089.0684702176,65.944884,32.9724956,419.4061814,422.40158832,24,5,16.587,1092.0212262176,71.850396,33.1738202,419.4061814,-31.31716,-10.289924,0,198.8, 0.5, -22.5,0,0,1684,1024,1024,1024,100,0,0,0,156.5,0,0,95,4.149,4.134,4.146,4.148,0,0,6.424,71.78,1089.0684702176,68.89764,6,P-GPS,
16500,2024-07-02 11:12:15,51.5356851810124,61.1504002567426,68.89764,70.1771676,1018.8913026176,1089.0684702176,65.944884,32.0553502,429.14043368,432.15552564,24,5,16.587,1092.0212262176,71.850396,33.1738202,429.14043368,-31.093466,-7.82929,-0.447388,191.4, 0.1, -23.7,0,0,1684,1024,1024,1024,100,0,0,0,154.8,0,0,95,4.149,4.134,4.146,4.148,0,0,6.424,71.78,1089.0684702176,68.89764,6,P-GPS,
16700,2024-07-02 11:12:15,51.5356610970464,61.1503914185411,68.89764,70.0787424,1018.9897278176,1089.0684702176,52.821524,31.4961152,438.09384604,441.16799312,24,5,16.594,1092.0212262176,71.850396,33.1738202,438.09384604,-30.869772,-6.263432,0,190.1, -6.2, -12.8,0,0,1684,1024,1024,1024,100,0,0,0,154.8,0,0,95,4.157,4.165,4.17,4.164,0,0,6.361,71.78,1089.0684702176,68.89764,6,P-GPS,
16900,2024-07-02 11:12:15,51.5356357679064,61.1503836329379,68.569556,69.6522332,1019.0881530176,1088.7403862176,53.149608,31.3395294,447.39830828,450.57744224,24,5,16.594,1092.0212262176,71.850396,33.1738202,447.39830828,-30.869772,-5.368656,0,189.2, -10.3, -6.8,0,0,1684,1024,1024,1024,100,0,0,0,154.8,0,0,95,4.157,4.165,4.17,4.164,0,0,6.361,71.78,1088.7403862176,68.569556,6,P-GPS,
17100,2024-07-02 11:12:15,51.5356115498901,61.1503771201266,68.569556,69.5866164,1019.1537698176,1088.7403862176,54.461944,31.4737458,456.23032956,459.53413544,24,5,16.594,1092.0212262176,71.850396,33.1738202,456.23032956,-31.093466,-4.921268,0,188.9, -11.3, -2.9,0,0,1684,1024,1024,760,100,0,0,-40,154.8,0,0,95,4.157,4.165,4.17,4.164,0,0,6.361,71.78,1088.7403862176,68.569556,6,P-GPS,
17300,2024-07-02 11:12:16,51.5355858523857,61.1503707468023,68.569556,69.5209996,1019.2193866176,1088.7403862176,56.102364,31.6750704,465.5676002,469.02232472,24,5,16.594,1092.0212262176,71.850396,33.1738202,465.5676002,-31.31716,-4.697574,0,189, -11.4, -0.8,0,0,1684,1024,1024,364,100,0,0,-100,154.7,0,0,95,4.157,4.165,4.17,4.164,0,0,6.361,71.78,1088.7403862176,68.569556,6,P-GPS,
17500,2024-07-02 11:12:16,51.5355612745717,61.1503651052341,68.241472,69.0944904,1019.3178118176,1088.4123022176,57.742784,31.7869174,474.46851912,478.08072396,24,5,16.594,1092.0212262176,71.850396,33.1738202,474.46851912,-31.540854,-4.026492,0,189.3, -0.7, -21.9,0,0,1684,1024,1024,1024,100,0,0,0,148.6,0,0,95,4.157,4.165,4.17,4.164,0,0,6.361,71.78,1088.4123022176,68.241472,6,P-GPS,
17700,2024-07-02 11:12:16,51.5355356477933,61.1503613008515,68.241472,68.9960652,1019.4162370176,1088.4123022176,58.398952,30.7131862,483.60893936,487.47048804,24,5,16.576,1092.0212262176,71.850396,33.1738202,483.60893936,-30.646078,-2.013246,-0.447388,182.9, 1, -16.2,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.12,4.112,4.098,4.074,0,0,6.614,71.78,1088.4123022176,68.241472,6,P-GPS,
17900,2024-07-02 11:12:16,51.5355118230188,61.1503595262478,68.241472,68.89764,1019.5146622176,1088.4123022176,50.85302,30.4447534,491.98820472,496.17127572,24,5,16.576,1092.0212262176,71.850396,33.1738202,491.98820472,-30.422384,-1.11847,0,181.8, -9.7, -6.4,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.12,4.112,4.098,4.074,0,0,6.614,71.78,1088.4123022176,68.241472,6,P-GPS,
18100,2024-07-02 11:12:16,51.5354873658227,61.150358471501,68.241472,68.7992148,1019.6130874176,1088.4123022176,51.509188,30.422384,500.55119712,505.09844136,24,5,16.576,1092.0212262176,71.850396,33.1738202,500.55119712,-30.422384,-0.671082,0,181.4, -12.2, -2.6,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.12,4.112,4.098,4.074,0,0,6.614,71.78,1088.4123022176,68.241472,6,P-GPS,
18300,2024-07-02 11:12:17,51.5354627172828,61.1503578384655,68.241472,68.7007896,1019.7115126176,1088.4123022176,53.149608,30.646078,509.16340212,514.0912238,24,5,16.576,1092.0212262176,71.850396,33.1738202,509.16340212,-30.646078,-0.447388,0,181.3, -12.5, -0.5,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.12,4.112,4.098,4.074,0,0,6.614,71.78,1088.4123022176,68.241472,6,P-GPS,
18500,2024-07-02 11:12:17,51.5354378675303,61.1503573470106,68.569556,68.9304484,1019.8099378176,1088.7403862176,54.13386,30.869772,517.8477856,523.15946556,24,5,16.576,1092.0212262176,71.850396,33.1738202,517.8477856,-30.869772,-0.447388,0,181.3, -12.7, 0,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.12,4.112,4.098,4.074,0,0,6.614,71.78,1088.7403862176,68.569556,6,P-GPS,
18700,2024-07-02 11:12:17,51.5354128221849,61.1503569268416,68.569556,68.8648316,1019.8755546176,1088.7403862176,60.039372,31.093466,526.6076284,532.29660496,24,5,16.553,1092.0212262176,71.850396,33.1738202,526.6076284,-31.093466,-0.447388,0,181.1, -12.4, 1.2,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.138,4.12,4.136,4.139,0,0,6.704,71.96,1088.7403862176,68.569556,6,P-GPS,
18900,2024-07-02 11:12:17,51.5353869955646,61.1503565097026,68.569556,68.7664064,1019.9739798176,1088.7403862176,60.367456,31.31716,535.65618512,541.72245828,24,5,16.553,1092.0212262176,71.850396,33.1738202,535.65618512,-31.31716,-0.447388,0,181.2, -12.8, 2.1,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.138,4.12,4.136,4.139,0,0,6.704,71.96,1088.7403862176,68.569556,6,P-GPS,
19100,2024-07-02 11:12:17,51.5353616629293,61.1503559850836,68.569556,68.7007896,1020.0395966176,1088.7403862176,60.69554,31.988242,544.55054236,550.96458456,24,5,16.553,1092.0212262176,71.850396,33.1738202,544.55054236,-31.988242,-0.671082,0,181.2, -9.5, 1.3,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.138,4.12,4.136,4.139,0,0,6.704,71.96,1088.7403862176,68.569556,6,P-GPS,
19300,2024-07-02 11:12:18,51.5353363228925,61.1503553350255,68.569556,68.6023644,1020.1380218176,1088.7403862176,61.351708,31.988242,553.46458464,560.20999168,24,5,16.553,1092.0212262176,71.850396,33.1738202,553.46458464,-31.988242,-0.671082,0,181.3, -9.9, 0.7,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.138,4.12,4.136,4.139,0,0,6.704,71.96,1088.7403862176,68.569556,6,P-GPS,
19500,2024-07-02 11:12:18,51.5353116495437,61.1503546088885,68.569556,68.5039392,1020.2364470176,1088.7403862176,61.351708,31.988242,562.16209148,569.21589748,24,5,16.553,1092.0212262176,71.850396,33.1738202,562.16209148,-31.988242,-0.671082,0,181.5, -10.4, 0.3,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.138,4.12,4.136,4.139,0,0,6.704,71.96,1088.7403862176,68.569556,6,P-GPS,
19700,2024-07-02 11:12:18,51.5352856396664,61.1503537495998,68.241472,68.1102384,1020.3020638176,1088.4123022176,61.351708,31.988242,571.34844348,578.7073676,24,5,16.5,1092.0212262176,71.850396,33.1738202,571.34844348,-31.988242,-0.671082,0,181.4, -12, 0.3,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.145,4.132,4.144,4.147,0,0,7.55,71.96,1088.4123022176,68.241472,6,P-GPS,
19900,2024-07-02 11:12:18,51.5352608306225,61.1503528534561,68.241472,68.1430468,1020.2692554176,1088.4123022176,61.023624,31.988242,580.12140964,587.75920516,24,5,16.5,1092.0212262176,71.850396,33.1738202,580.12140964,-31.988242,-0.671082,0,181.4, -12.3, 0,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.145,4.132,4.144,4.147,0,0,7.55,71.96,1088.4123022176,68.241472,6,P-GPS,
20100,2024-07-02 11:12:18,51.5352345601831,61.1503519090538,68.241472,68.2086636,1020.2036386176,1088.4123022176,61.023624,31.988242,589.42259104,597.34581964,24,5,16.5,1092.0212262176,71.850396,33.1738202,589.42259104,-31.988242,-0.671082,0,181.3, -12.4, 0.2,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.145,4.132,4.144,4.147,0,0,7.55,71.96,1088.4123022176,68.241472,6,P-GPS,
20300,2024-07-02 11:12:19,51.5352094365732,61.1503509988072,68.241472,68.3070888,1020.1052134176,1088.4123022176,61.023624,32.211936,598.32350996,606.51576744,24,5,16.5,1092.0212262176,71.850396,33.1738202,598.32350996,-32.211936,-0.671082,0,181.5, -12.2, 0.2,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.145,4.132,4.144,4.147,0,0,7.55,71.96,1088.4123022176,68.241472,6,P-GPS,
20500,2024-07-02 11:12:19,51.5351828619849,61.1503499728171,68.241472,68.3727056,1020.0395966176,1088.4123022176,61.351708,32.211936,607.75264412,616.21393048,24,5,16.5,1092.0212262176,71.850396,33.1738202,607.75264412,-32.211936,-0.671082,0,181.4, -12.1, -0.1,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,95,4.145,4.132,4.144,4.147,0,0,7.55,71.96,1088.4123022176,68.241472,6,P-GPS,
20700,2024-07-02 11:12:19,51.5351568449802,61.1503489638497,68.241472,68.4383224,1019.9739798176,1088.4123022176,61.351708,32.43563,616.9947704,625.70868144,24,5,16.544,1092.0212262176,71.850396,33.1738202,616.9947704,-32.43563,-0.671082,0,181.4, -11.6, 0,0,0,1684,1024,1024,1024,100,0,0,0,147.3,0,0,94,4.146,4.127,4.139,4.139,0,0,6.774,72.14,1088.4123022176,68.241472,6,P-GPS,
20900,2024-07-02 11:12:19,51.5351307620468,61.1503479800583,68.241472,68.5039392,1019.9083630176,1088.4123022176,61.351708,32.43563,626.2631434,635.22967912,24,5,16.544,1092.0212262176,71.850396,33.1738202,626.2631434,-32.43563,-0.671082,0,181.2, -11.7, 0.3,0,0,1684,1024,1024,1309,100,0,0,43,147.3,0,0,94,4.146,4.127,4.139,4.139,0,0,6.774,72.14,1088.4123022176,68.241472,6,P-GPS,
21100,2024-07-02 11:12:20,51.5351052959095,61.150347057086,68.241472,68.6023644,1019.8099378176,1088.4123022176,61.023624,32.659324,635.3182618,644.521018,24,5,16.544,1092.0212262176,71.850396,33.1738202,635.3182618,-32.659324,-0.671082,0,181.1, -10.9, 3.5,0,0,1201,1024,1024,1684,27,0,0,100,148.5,0,0,94,4.146,4.127,4.139,4.139,0,0,6.774,72.14,1088.4123022176,68.241472,6,P-GPS,
21300,2024-07-02 11:12:20,51.5350785194233,61.1503455214062,68.241472,68.6679812,1019.7443210176,1088.4123022176,61.023624,32.2566748,644.87862956,654.2979212,24,5,16.544,1092.0212262176,71.850396,33.1738202,644.87862956,-32.211936,-1.789552,0,184.8, 1.1, 27.1,0,0,1024,1024,1024,1024,0,0,0,0,158.4,0,0,94,4.146,4.127,4.139,4.139,0,0,6.774,72.14,1088.4123022176,68.241472,6,P-GPS,
21500,2024-07-02 11:12:20,51.5350538340127,61.1503415608444,68.241472,68.7007896,1019.7115126176,1088.4123022176,61.351708,31.1382048,653.83532276,663.34975876,24,5,16.544,1092.0212262176,71.850396,33.1738202,653.83532276,-30.869772,-4.026492,0,197.5, 12.7, 26.4,0,0,1024,1024,1024,1024,0,0,0,0,165.5,0,0,94,4.146,4.127,4.139,4.139,0,0,6.774,72.14,1088.4123022176,68.241472,6,P-GPS,
